Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 0
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6132432.891300

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           5.142913e+25 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.170000e+02  0.000000e+00  2.170000e+02 -1.918608e+00 
   253 x253          8.593882e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   254 x254          8.676063e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   255 x255          8.854775e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   256 x256          8.709678e+01  0.000000e+00  2.170000e+02  0.000000e+00 


Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 3
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6152198.370320

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           0.000000e+00 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.169981e+02  0.000000e+00  2.170000e+02 -3.417193e+00 
     2 x2            1.643306e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     3 x3            1.469358e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     4 x4            1.353742e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     5 x5            1.368876e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     6 x6            1.030635e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     7 x7            1.028828e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     8 x8            1.222991e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     9 x9            1.003071e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    10 x10           1.080760e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    11 x11           1.210841e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    12 x12           1.266045e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    13 x13           1.001184e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    14 x14           1.191339e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    15 x15           1.058970e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    16 x16           1.116505e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    17 x17           6.689397e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    18 x18           9.487951e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    19 x19           1.086565e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    20 x20           1.305585e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    21 x21           1.359269e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    22 x22           1.294548e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    23 x23           7.441366e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    24 x24           9.967167e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    25 x25           9.377104e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    26 x26           1.032190e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    27 x27           1.259627e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    28 x28           9.980726e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    29 x29           1.273417e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    30 x30           1.040433e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    31 x31           1.243061e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    32 x32           8.527314e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    33 x33           1.014775e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    34 x34           6.962438e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    35 x35           9.291635e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    36 x36           1.190278e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    37 x37           9.349482e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    38 x38           1.112910e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    39 x39           1.287786e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    40 x40           1.327209e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    41 x41           8.151198e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    42 x42           7.626197e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    43 x43           1.026943e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    44 x44           1.292156e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    45 x45           1.116252e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    46 x46           9.932948e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    47 x47           1.138136e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    48 x48           1.277326e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    49 x49           1.453068e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    50 x50           1.327419e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    51 x51           1.040398e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    52 x52           1.302486e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    53 x53           7.050001e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    54 x54           8.991187e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    55 x55           5.353240e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    56 x56           6.840490e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    57 x57           9.462901e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    58 x58           1.147610e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    59 x59           1.361447e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    60 x60           1.620253e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    61 x61           1.816434e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    62 x62           6.070586e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    63 x63           9.007258e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    64 x64           1.172569e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    65 x65           1.440317e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    66 x66           2.994798e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    67 x67           5.856785e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    68 x68           8.744794e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    69 x69           1.003066e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    70 x70           5.549434e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    71 x71           8.117892e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    72 x72           8.883666e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    73 x73           1.086555e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    74 x74           1.062138e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    75 x75           1.018846e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    76 x76           1.205213e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    77 x77           1.308983e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    78 x78           7.483463e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    79 x79           1.013947e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    80 x80           1.110404e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    81 x81           1.199657e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    82 x82           1.448285e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    83 x83           5.654102e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    84 x84           8.539306e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    85 x85           8.819027e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    86 x86           8.297455e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    87 x87           9.552487e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    88 x88           1.091481e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    89 x89           1.107233e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    90 x90           1.138742e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    91 x91           1.396729e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    92 x92           1.693230e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    93 x93           1.100757e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    94 x94           4.352157e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    95 x95           7.228820e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    96 x96           9.572587e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    97 x97           5.667933e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    98 x98           8.152654e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    99 x99           9.874723e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   100 x100          1.262095e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   101 x101          1.161731e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   102 x102          1.173500e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   103 x103          1.259491e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   104 x104          1.525027e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   105 x105          1.643145e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   106 x106          1.709398e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   107 x107          1.776314e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   108 x108          1.846366e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   109 x109          1.054454e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   110 x110          2.126240e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   111 x111          3.191423e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   112 x112          4.240151e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   113 x113          5.193496e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   114 x114          6.088650e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   115 x115          6.992581e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   116 x116          7.876144e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   117 x117          7.948778e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   118 x118          1.006624e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   119 x119          1.132662e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   120 x120          1.256674e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   121 x121          8.981220e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   122 x122          1.049761e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   123 x123          9.179852e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   124 x124          1.057119e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   125 x125          1.101420e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   126 x126          1.028738e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   127 x127          1.128387e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   128 x128          8.112094e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   129 x129          1.086917e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   130 x130          1.326350e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   131 x131          6.907685e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   132 x132          9.486517e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   133 x133          1.014098e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   134 x134          9.432037e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   135 x135          1.029411e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   136 x136          1.135311e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   137 x137          1.211373e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   138 x138          1.315209e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   139 x139          7.868040e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   140 x140          9.201619e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   141 x141          1.139928e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   142 x142          1.417045e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   143 x143          1.666629e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   144 x144          1.842766e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   145 x145          1.946257e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   146 x146          6.487815e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   147 x147          9.176276e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   148 x148          1.144543e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   149 x149          3.242833e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   150 x150          3.921656e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   151 x151          4.590932e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   152 x152          5.249593e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   153 x153          6.072810e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   154 x154          7.089288e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   155 x155          7.881972e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   156 x156          8.777916e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   157 x157          9.001519e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   158 x158          9.742606e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   159 x159          9.934573e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   160 x160          1.051293e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   161 x161          1.123259e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   162 x162          1.177559e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   163 x163          1.049736e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   164 x164          1.225349e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   165 x165          1.146738e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   166 x166          1.011310e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   167 x167          7.910298e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   168 x168          9.733550e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   169 x169          1.079210e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   170 x170          1.004725e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   171 x171          9.830214e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   172 x172          1.027602e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   173 x173          1.107000e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   174 x174          1.326876e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   175 x175          1.583555e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   176 x176          1.543205e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   177 x177          1.809144e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   178 x178          3.776423e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   179 x179          6.365402e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   180 x180          4.139288e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   181 x181          5.200429e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   182 x182          6.529467e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   183 x183          8.935587e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   184 x184          9.871572e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   185 x185          8.290200e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   186 x186          9.866512e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   187 x187          9.391376e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   188 x188          9.613379e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   189 x189          9.998097e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   190 x190          1.161111e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   191 x191          1.314256e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   192 x192          9.071895e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   193 x193          1.108175e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   194 x194          1.311165e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   195 x195          1.496418e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   196 x196          3.765804e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   197 x197          6.127347e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   198 x198          8.313636e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   199 x199          1.081436e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   200 x200          7.477273e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   201 x201          8.772167e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   202 x202          9.750190e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   203 x203          1.133439e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   204 x204          1.202084e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   205 x205          8.487128e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   206 x206          8.608808e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   207 x207          9.441950e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   208 x208          8.494848e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   209 x209          8.910446e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   210 x210          7.355339e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   211 x211          8.771827e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   212 x212          9.822078e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   213 x213          1.121715e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   214 x214          1.163490e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   215 x215          8.434935e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   216 x216          8.620603e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   217 x217          1.031616e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   218 x218          1.241341e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   219 x219          1.052075e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   220 x220          1.183648e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   221 x221          1.313256e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   222 x222          1.158416e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   223 x223          1.320544e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   224 x224          1.450559e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   225 x225          2.890403e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   226 x226          4.622485e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   227 x227          6.278883e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   228 x228          7.093776e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   229 x229          8.641518e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   230 x230          5.542231e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   231 x231          7.638897e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   232 x232          9.388831e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   233 x233          1.046113e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   234 x234          9.738916e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   235 x235          9.918985e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   236 x236          1.039304e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   237 x237          1.030558e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   238 x238          1.085984e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   239 x239          1.088041e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   240 x240          1.124257e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   241 x241          1.104541e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   242 x242          1.099991e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   243 x243          7.591702e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   244 x244          7.074115e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   245 x245          6.077584e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   246 x246          6.758008e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   247 x247          7.365399e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   248 x248          8.040272e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   249 x249          8.116749e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   250 x250          7.403432e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   251 x251          7.949208e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   252 x252          7.626400e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   253 x253          7.942942e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   254 x254          8.391562e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   255 x255          8.344174e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   256 x256          8.687622e+01  0.000000e+00  2.170000e+02  0.000000e+00 


Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 4
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6125057.938946

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           0.000000e+00 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.167924e+02  0.000000e+00  2.170000e+02 -1.370797e-03 
     2 x2            1.737192e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     3 x3            1.488179e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     4 x4            1.286051e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     5 x5            1.286281e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     6 x6            1.126544e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     7 x7            1.208981e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     8 x8            1.202041e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     9 x9            1.112437e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    10 x10           1.115330e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    11 x11           1.168153e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    12 x12           1.233956e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    13 x13           8.682835e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    14 x14           8.104555e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    15 x15           8.775105e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    16 x16           9.433741e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    17 x17           1.040335e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    18 x18           1.040104e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    19 x19           1.126724e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    20 x20           1.004711e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    21 x21           1.091155e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    22 x22           1.177008e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    23 x23           1.266410e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    24 x24           1.062100e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    25 x25           1.138083e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    26 x26           9.803119e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    27 x27           1.030368e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    28 x28           1.114200e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    29 x29           1.048551e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    30 x30           1.129837e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    31 x31           1.119903e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    32 x32           1.099182e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    33 x33           9.471515e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    34 x34           1.034806e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    35 x35           9.397405e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    36 x36           1.001724e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    37 x37           1.061167e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    38 x38           1.025938e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    39 x39           1.095749e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    40 x40           1.104829e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    41 x41           1.097580e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    42 x42           1.153657e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    43 x43           9.477272e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    44 x44           9.979051e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    45 x45           1.094208e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    46 x46           1.128852e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    47 x47           1.177488e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    48 x48           1.231281e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    49 x49           1.250903e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    50 x50           1.310736e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    51 x51           1.394049e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    52 x52           1.485650e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    53 x53           6.033584e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    54 x54           6.117452e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    55 x55           7.044073e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    56 x56           7.175436e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    57 x57           8.049079e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    58 x58           8.918359e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    59 x59           9.603155e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    60 x60           1.010055e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    61 x61           1.075512e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    62 x62           1.153595e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    63 x63           1.032378e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    64 x64           9.381443e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    65 x65           9.496012e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    66 x66           9.798605e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    67 x67           1.064308e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    68 x68           1.026982e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    69 x69           9.923213e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    70 x70           1.020438e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    71 x71           1.069540e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    72 x72           9.894630e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    73 x73           1.080190e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    74 x74           9.974867e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    75 x75           8.790663e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    76 x76           9.741706e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    77 x77           1.040446e+02  0.000000e+00  2.170000e+02  0.000000e+00 
